Year,Month,ShopName,Item,Quantity,Total,Wholesale,Profit
2022,October,Nittambuwa,Singer oil,3,Rs.  540.00,Rs.  450.00,Rs.  90.00
2022,October,Nittambuwa,skin doctor face serum,10,"Rs.  3,800.00","Rs.  3,000.00",Rs.  800.00
2022,October,Nittambuwa,slim gren tea-1400,1,"Rs.  1,400.00","Rs.  1,150.00",Rs.  250.00
2022,October,Nittambuwa,Soft focus qtex,3,Rs.  570.00,Rs.  462.00,Rs.  108.00
2022,October,Nittambuwa,sokani crimp iron 1906,1,"Rs.  6,500.00","Rs.  4,500.00","Rs.  2,000.00"
2022,October,Nittambuwa,sokani hair cliper-sk-9910,1,"Rs.  6,500.00","Rs.  5,200.00","Rs.  1,300.00"
2022,October,Nittambuwa,spaculer-6,4,Rs.  24.00,Rs.  12.00,Rs.  12.00
2022,October,Nittambuwa,spetiula,10,Rs.  60.00,Rs.  40.00,Rs.  20.00
2022,October,Nittambuwa,spidle rod .s-450,1,Rs.  450.00,Rs.  375.00,Rs.  75.00
2022,October,Nittambuwa,spray bottle  - 200,8,"Rs.  2,000.00","Rs.  1,560.00",Rs.  440.00
2022,October,Nittambuwa,st.dalfour gold  body lotion - 750,1,"Rs.  1,000.00",Rs.  600.00,Rs.  400.00
2022,October,Nittambuwa,st.lives black heads cleasing -1300,1,"Rs.  1,800.00",Rs.  750.00,"Rs.  1,050.00"
2022,October,Nittambuwa,star beauty shaving nife,2,Rs.  700.00,Rs.  600.00,Rs.  100.00
2022,October,Nittambuwa,sun safty pin loss - 40,21,"Rs.  1,050.00",Rs.  583.17,Rs.  466.83
2022,October,Nittambuwa,super white cream,8,"Rs.  7,600.00","Rs.  6,240.00","Rs.  1,360.00"
2022,October,Nittambuwa,T&G cesser silver -1500,1,"Rs.  1,600.00","Rs.  1,200.00",Rs.  400.00
2022,October,Nittambuwa,Taft powder-2200,2,"Rs.  5,200.00","Rs.  3,700.00","Rs.  1,500.00"
2022,October,Nittambuwa,tail bokey,1,"Rs.  1,200.00",Rs.  800.00,Rs.  400.00
2022,October,Nittambuwa,Tail comb t&g,1,Rs.  120.00,Rs.  45.00,Rs.  75.00
2022,October,Nittambuwa,Tail comb-100,4,Rs.  400.00,Rs.  260.00,Rs.  140.00
2022,October,Nittambuwa,tcm beauty cream,1,Rs.  800.00,Rs.  525.00,Rs.  275.00
2022,October,Nittambuwa,tinkle raser- 120,11,"Rs.  3,300.00","Rs.  2,750.00",Rs.  550.00
2022,October,Nittambuwa,Tishu,46,"Rs.  15,640.00","Rs.  13,110.00","Rs.  2,530.00"
2022,October,Nittambuwa,tishu box mint -350,1,Rs.  590.00,Rs.  350.00,Rs.  240.00
2022,October,Nittambuwa,top colour  highliter- 650,1,Rs.  950.00,Rs.  750.00,Rs.  200.00
2022,October,Nittambuwa,Touch up - 650,7,"Rs.  5,950.00","Rs.  5,320.00",Rs.  630.00
2022,October,Nittambuwa,towel - 450,11,"Rs.  4,950.00","Rs.  4,400.00",Rs.  550.00
2022,October,Nittambuwa,towel cotton-450,2,Rs.  900.00,Rs.  780.00,Rs.  120.00
2022,October,Nittambuwa,treding trade - 240,11,"Rs.  2,260.00","Rs.  1,815.00",Rs.  445.00
2022,October,Nittambuwa,Treding trade - 250,1,Rs.  220.00,Rs.  175.00,Rs.  45.00
2022,October,Nittambuwa,Treet blade-1100,8700,"Rs.  99,765.00","Rs.  89,073.30","Rs.  10,691.70"
2022,October,Nittambuwa,Treet blue blade,8255,"Rs.  61,713.00","Rs.  53,427.75","Rs.  8,285.25"
2022,October,Nittambuwa,true tone,1,Rs.  650.00,Rs.  430.00,Rs.  220.00
2022,October,Nittambuwa,tweser -220,1,Rs.  60.00,Rs.  30.00,Rs.  30.00
2022,October,Nittambuwa,tweser -280,5,Rs.  600.00,Rs.  400.00,Rs.  200.00
2022,October,Nittambuwa,tweser-100,3,Rs.  510.00,Rs.  375.00,Rs.  135.00
2022,October,Nittambuwa,tweser-80,2,Rs.  160.00,Rs.  80.00,Rs.  80.00
2022,October,Nittambuwa,u.s.a soap,2,Rs.  800.00,Rs.  620.00,Rs.  180.00
2022,October,Nittambuwa,ujooba cream,3,"Rs.  2,700.00","Rs.  2,100.00",Rs.  600.00
2022,October,Nittambuwa,vaseline   body lotion-1700,4,"Rs.  5,200.00","Rs.  3,800.00","Rs.  1,400.00"
2022,October,Nittambuwa,vaseline lip blam,7,"Rs.  1,750.00","Rs.  1,190.00",Rs.  560.00
2022,October,Nittambuwa,Vaseline tub,2,Rs.  900.00,Rs.  740.00,Rs.  160.00
2022,October,Nittambuwa,vaseline tub.m-400,4,"Rs.  1,200.00","Rs.  1,000.00",Rs.  200.00
2022,October,Nittambuwa,vasline tub.s-200,1,Rs.  200.00,Rs.  110.00,Rs.  90.00
2022,October,Nittambuwa,vatika  shampo.L -1550,2,"Rs.  2,600.00","Rs.  1,900.00",Rs.  700.00
2022,October,Nittambuwa,vatika hair cream- 1000,0,Rs.  0.00,Rs.  0.00,Rs.  0.00
2022,October,Nittambuwa,veet hair remover cream-950,1,Rs.  700.00,Rs.  550.00,Rs.  150.00
2022,October,Nittambuwa,VGR Hair dryer -V 451,1,"Rs.  4,200.00","Rs.  3,400.00",Rs.  800.00
2022,October,Nittambuwa,Vi- john shaving cream -420,9,"Rs.  4,050.00","Rs.  3,510.00",Rs.  540.00
2022,October,Nittambuwa,vi-john saffran  cream,2,Rs.  900.00,Rs.  750.00,Rs.  150.00
2022,October,Nittambuwa,Vi-john turmeric cream,1,Rs.  350.00,Rs.  300.00,Rs.  50.00
2022,October,Nittambuwa,Vidyuth blade,1690,"Rs.  13,858.00","Rs.  12,590.50","Rs.  1,267.50"
2022,October,Nittambuwa,vip for men sent -350,3,"Rs.  1,050.00",Rs.  885.00,Rs.  165.00
2022,October,Nittambuwa,viyana blusher,2,"Rs.  1,920.00","Rs.  1,335.00",Rs.  585.00
2022,October,Nittambuwa,viyana compact powder,11,"Rs.  7,040.00","Rs.  6,072.00",Rs.  968.00
2022,October,Nittambuwa,viyana concealer,1,Rs.  650.00,Rs.  395.00,Rs.  255.00
2022,October,Nittambuwa,viyana eye shadow,2,"Rs.  1,600.00","Rs.  1,335.00",Rs.  265.00
2022,October,Nittambuwa,viyana stick,1,Rs.  960.00,Rs.  798.75,Rs.  161.25
2022,October,Nittambuwa,wahl machine-14000,2,"Rs.  50,000.00","Rs.  44,000.00","Rs.  6,000.00"
2022,October,Nittambuwa,Wahll clip  01 -220,3,Rs.  660.00,Rs.  540.00,Rs.  120.00
2022,October,Nittambuwa,wahll clip no 3 -180,1,Rs.  220.00,Rs.  180.00,Rs.  40.00
2022,October,Nittambuwa,wax,2,"Rs.  1,000.00",Rs.  800.00,Rs.  200.00
2022,October,Nittambuwa,wax strips mbc-320,8,"Rs.  2,000.00","Rs.  1,400.00",Rs.  600.00
2022,October,Nittambuwa,wella balck,4,"Rs.  5,000.00","Rs.  3,800.00","Rs.  1,200.00"
2022,October,Nittambuwa,wild olive colour,2,"Rs.  1,600.00","Rs.  1,300.00",Rs.  300.00
2022,October,Nittambuwa,wokali black mask-550,1,Rs.  550.00,Rs.  410.00,Rs.  140.00
2022,October,Nittambuwa,wokali wax,12,"Rs.  7,500.00","Rs.  6,480.00","Rs.  1,020.00"
2022,November,Gampaha,facial sponch -80,4,Rs.  320.00,Rs.  152.00,Rs.  168.00
2022,November,Gampaha,4rever 5 min clean -up,1,Rs.  570.00,Rs.  456.75,Rs.  113.25
2022,November,Gampaha,4rever black head remove,9,"Rs.  1,215.00",Rs.  978.75,Rs.  236.25
2022,November,Gampaha,4rever body spray,2,"Rs.  1,780.00","Rs.  1,377.50",Rs.  402.50
2022,November,Gampaha,4rever body wash,1,Rs.  450.00,Rs.  471.25,-Rs.  21.25
2022,November,Gampaha,4rever cucumber cleansing milk,1,Rs.  320.00,Rs.  262.50,Rs.  57.50
2022,November,Gampaha,4rever day cream,1,Rs.  630.00,Rs.  525.00,Rs.  105.00
2022,November,Gampaha,4rever eye cream,1,Rs.  620.00,Rs.  493.00,Rs.  127.00
2022,November,Gampaha,4rever gold f/w (S),2,Rs.  400.00,Rs.  319.00,Rs.  81.00
2022,November,Gampaha,4rever kohoba kaha deep cleanser,3,Rs.  870.00,Rs.  696.00,Rs.  174.00
2022,November,Gampaha,4rever kohomba kaha body  loition (L),1,Rs.  510.00,Rs.  406.00,Rs.  104.00
2022,November,Gampaha,4rever kohomba kaha f/w (L),1,Rs.  330.00,Rs.  247.50,Rs.  82.50
2022,November,Gampaha,4rever kohomba kaha face pack,2,Rs.  600.00,Rs.  478.50,Rs.  121.50
2022,November,Gampaha,4rever kohomba kaha scrub,3,Rs.  945.00,Rs.  761.25,Rs.  183.75
2022,November,Gampaha,4rever rose f/w (S),1,Rs.  170.00,Rs.  142.50,Rs.  27.50
2022,November,Gampaha,4rever tea tree f/w (L),1,Rs.  330.00,Rs.  270.00,Rs.  60.00
2022,November,Gampaha,4rever tea tree f/w (S),2,Rs.  360.00,Rs.  282.60,Rs.  77.40
2022,November,Gampaha,4rever toner,3,Rs.  795.00,Rs.  630.75,Rs.  164.25
2022,November,Gampaha,4rever venivel face wash (L),2,Rs.  660.00,Rs.  522.00,Rs.  138.00
2022,November,Gampaha,4rever venivel face wash (S),2,Rs.  320.00,Rs.  262.50,Rs.  57.50
2022,November,Gampaha,affro comb-100,3,Rs.  450.00,Rs.  360.00,Rs.  90.00
2022,November,Gampaha,aha body lotion-1800,0,Rs.  0.00,Rs.  0.00,Rs.  0.00
2022,November,Gampaha,aichun beauty foot cream,1,Rs.  600.00,Rs.  350.00,Rs.  250.00
2022,November,Gampaha,aichun beauty peel of mask,1,Rs.  500.00,Rs.  375.00,Rs.  125.00
2022,November,Gampaha,aichun beauty white face cream-850,1,Rs.  500.00,Rs.  375.00,Rs.  125.00
2022,November,Gampaha,airbody spray-1200,1,"Rs.  1,200.00",Rs.  575.00,Rs.  625.00
2022,November,Gampaha,Alo gel - 1000,2,"Rs.  2,000.00","Rs.  1,600.00",Rs.  400.00
2022,November,Gampaha,amins hena box,5,"Rs.  5,150.00","Rs.  4,000.00","Rs.  1,150.00"
2022,November,Gampaha,amins hena loos,14,"Rs.  2,800.00","Rs.  2,240.00",Rs.  560.00
2022,November,Gampaha,amrin after shave (s),2,Rs.  320.00,Rs.  266.00,Rs.  54.00
2022,November,Gampaha,amrin aftershave (L),8,"Rs.  2,160.00","Rs.  1,960.00",Rs.  200.00
2022,November,Gampaha,amrin bayrum (L),15,"Rs.  5,730.00","Rs.  4,826.25",Rs.  903.75
2022,November,Gampaha,amrin godapora 2 in 1shampo,2,Rs.  635.00,Rs.  520.00,Rs.  115.00
2022,November,Gampaha,amrin ice cool (S),1,Rs.  160.00,Rs.  133.00,Rs.  27.00
2022,November,Gampaha,Amrin ice cool.l,4,"Rs.  1,080.00",Rs.  980.00,Rs.  100.00
2022,November,Gampaha,Amrin malti vitamin lotion,7,"Rs.  2,800.00","Rs.  2,252.25",Rs.  547.75
2022,November,Gampaha,amrin nail remove,16,"Rs.  3,840.00","Rs.  3,016.00",Rs.  824.00
2022,November,Gampaha,Amrin shaving gel,2,"Rs.  1,180.00",Rs.  767.00,Rs.  413.00
2022,November,Gampaha,amrin uluhal (L),7,"Rs.  1,890.00","Rs.  1,715.00",Rs.  175.00
2022,November,Gampaha,andrea hair oil-500,2,"Rs.  1,100.00",Rs.  700.00,Rs.  400.00
2022,November,Gampaha,Aneeza gold cream,1,Rs.  650.00,Rs.  400.00,Rs.  250.00
2022,November,Gampaha,argan oil conditioner-1500,2,"Rs.  3,400.00","Rs.  2,900.00",Rs.  500.00
2022,November,Gampaha,argan oil shampo - 1500,3,"Rs.  5,100.00","Rs.  4,350.00",Rs.  750.00
2022,November,Gampaha,aroma mint cleanser .l,1,"Rs.  1,440.00","Rs.  1,280.00",Rs.  160.00
2022,November,Gampaha,aroma nee face wash .l,2,"Rs.  1,940.00","Rs.  1,712.00",Rs.  228.00
2022,November,Gampaha,aroma scrub .l,1,"Rs.  1,575.00","Rs.  1,400.00",Rs.  175.00
2022,November,Gampaha,aurica alovera face wash.l,2,Rs.  600.00,Rs.  524.00,Rs.  76.00
2022,November,Gampaha,Aurica fairness cream  (L),4,"Rs.  1,080.00",Rs.  945.00,Rs.  135.00
2022,November,Gampaha,aurica leman face wash.l,1,Rs.  300.00,Rs.  262.00,Rs.  38.00
2022,November,Gampaha,aurica neem eace wash (L),3,Rs.  900.00,Rs.  787.50,Rs.  112.50
2022,November,Gampaha,aurica saffron face wash.l,4,"Rs.  1,200.00","Rs.  1,050.00",Rs.  150.00
2022,November,Gampaha,axe body spray,1,Rs.  900.00,Rs.  500.00,Rs.  400.00
2022,November,Gampaha,Axe oil -3,2,Rs.  500.00,Rs.  470.00,Rs.  30.00
2022,November,Gampaha,Axe oil -5,3,"Rs.  1,200.00","Rs.  1,170.00",Rs.  30.00
2022,November,Gampaha,Baby face,2,"Rs.  3,000.00","Rs.  2,400.00",Rs.  600.00
2022,November,Gampaha,Back comb t&g,5,Rs.  720.00,Rs.  510.00,Rs.  210.00
2022,November,Gampaha,banjara face pack-210,4,Rs.  840.00,Rs.  680.00,Rs.  160.00
2022,November,Gampaha,battery-40,7,Rs.  140.00,Rs.  58.10,Rs.  81.90
2022,November,Gampaha,Beard - 250,1,Rs.  250.00,Rs.  200.00,Rs.  50.00
2022,November,Gampaha,Bellose 5 minute  men 2,61,"Rs.  12,810.00","Rs.  10,309.00","Rs.  2,501.00"
2022,November,Gampaha,Bellose 5 minute colour women 1,63,"Rs.  18,900.00","Rs.  15,015.00","Rs.  3,885.00"
2022,November,Gampaha,Bellose ammonia free 2.0,2,"Rs.  1,720.00","Rs.  1,391.00",Rs.  329.00
2022,November,Gampaha,Bellose ammonia free 3.0,1,Rs.  690.00,Rs.  559.00,Rs.  131.00
2022,November,Gampaha,bellose bayrum,13,"Rs.  4,550.00","Rs.  3,633.50",Rs.  916.50
2022,November,Gampaha,Bellose black 1.0,8,"Rs.  5,290.00","Rs.  4,420.00",Rs.  870.00
2022,November,Gampaha,Bellose black 2.0,8,"Rs.  7,360.00","Rs.  5,980.00","Rs.  1,380.00"
2022,November,Gampaha,Bellose black 3.0,13,"Rs.  11,360.00","Rs.  9,750.00","Rs.  1,610.00"
2022,November,Gampaha,Bellose black 4.0  pack,2,Rs.  600.00,Rs.  520.00,Rs.  80.00
2022,November,Gampaha,Bellose bleaching powder,39,"Rs.  16,000.00","Rs.  12,866.50","Rs.  3,133.50"
2022,November,Gampaha,Bellose color shampoo,1,Rs.  640.00,Rs.  513.50,Rs.  126.50
2022,November,Gampaha,Bellose colour pack 1,5,"Rs.  4,000.00","Rs.  3,250.00",Rs.  750.00
2022,November,Gampaha,bellose conditioner 1l,8,"Rs.  8,640.00","Rs.  7,820.00",Rs.  820.00
2022,November,Gampaha,bellose conditioner 500ml,6,"Rs.  3,730.00","Rs.  3,432.00",Rs.  298.00
2022,November,Gampaha,Bellose curl shampoo,4,"Rs.  2,560.00","Rs.  2,054.00",Rs.  506.00
2022,November,Gampaha,bellose developer - 6%,21,"Rs.  7,770.00","Rs.  6,279.00","Rs.  1,491.00"
2022,November,Gampaha,bellose developer -12%,10,"Rs.  3,700.00","Rs.  2,990.00",Rs.  710.00
2022,November,Gampaha,bellose developer 1l 12%,2,"Rs.  2,560.00","Rs.  2,080.00",Rs.  480.00
2022,November,Gampaha,bellose developer 1l 6%,4,"Rs.  5,120.00","Rs.  4,160.00",Rs.  960.00
2022,November,Gampaha,bellose developer 500ml 12%,4,"Rs.  2,940.00","Rs.  2,388.75",Rs.  551.25
2022,November,Gampaha,bellose developer 500ml 6%,6,"Rs.  4,320.00","Rs.  3,656.25",Rs.  663.75
2022,November,Gampaha,Bellose extreme repair conditioner,3,"Rs.  1,350.00","Rs.  1,092.00",Rs.  258.00
2022,November,Gampaha,Bellose fashion colour - 1100,2,"Rs.  1,760.00","Rs.  1,430.00",Rs.  330.00
2022,November,Gampaha,Bellose fastion colour - 1350,8,"Rs.  8,640.00","Rs.  7,020.00","Rs.  1,620.00"
2022,November,Gampaha,Bellose fastion colour - 1450,16,"Rs.  8,110.00","Rs.  6,571.50","Rs.  1,538.50"
2022,November,Gampaha,bellose hair mask,2,"Rs.  1,520.00","Rs.  1,235.00",Rs.  285.00
2022,November,Gampaha,Bellose intense repair shampoo,4,"Rs.  1,850.00","Rs.  1,531.20",Rs.  318.80
2022,November,Gampaha,Bellose keratin shampoo,13,"Rs.  6,110.00","Rs.  4,901.00","Rs.  1,209.00"
2022,November,Gampaha,bellose leave -on conditioner (M),4,"Rs.  1,770.00","Rs.  1,430.00",Rs.  340.00
2022,November,Gampaha,bellose leave -on conditioner (S),1,Rs.  240.00,Rs.  136.50,Rs.  103.50
2022,November,Gampaha,Bellose neutralizing cream,8,"Rs.  7,600.00","Rs.  6,162.00","Rs.  1,438.00"
2022,November,Gampaha,Bellose nutri protect conditioner,17,"Rs.  10,880.00","Rs.  8,729.50","Rs.  2,150.50"
2022,November,Gampaha,bellose shampo 1l,8,"Rs.  9,920.00","Rs.  8,104.00","Rs.  1,816.00"
2022,November,Gampaha,bellose shampo 500ml,9,"Rs.  6,490.00","Rs.  5,278.00","Rs.  1,212.00"
2022,November,Gampaha,Bellose silicone (L),3,"Rs.  2,400.00","Rs.  1,930.50",Rs.  469.50
2022,November,Gampaha,bellose silicone (M),9,"Rs.  4,230.00","Rs.  3,393.00",Rs.  837.00
2022,November,Gampaha,bellose silicone (S),14,"Rs.  4,150.00","Rs.  3,354.00",Rs.  796.00
2022,November,Gampaha,Bellose smooth conditioner,5,"Rs.  1,825.00","Rs.  1,298.20",Rs.  526.80
2022,November,Gampaha,bellose straight 2 pack,29,"Rs.  40,240.00","Rs.  32,875.00","Rs.  7,365.00"
2022,November,Gampaha,bellose straight cream,5,"Rs.  4,600.00","Rs.  3,737.50",Rs.  862.50
2022,November,Gampaha,Bellose straight shampoo,23,"Rs.  14,720.00","Rs.  11,810.50","Rs.  2,909.50"
2022,November,Gampaha,Bellose straightener cream (L),7,"Rs.  14,880.00","Rs.  12,454.00","Rs.  2,426.00"
2022,November,Gampaha,Bellose super conditioner,4,"Rs.  1,880.00","Rs.  1,508.00",Rs.  372.00
2022,November,Gampaha,Bellose waving lotion,5,"Rs.  4,200.00","Rs.  3,412.50",Rs.  787.50
2022,November,Gampaha,bio cose body lotion,3,"Rs.  1,250.00",Rs.  900.00,Rs.  350.00
2022,November,Gampaha,Bio glow body lotion,9,"Rs.  13,500.00","Rs.  10,800.00","Rs.  2,700.00"
2022,November,Gampaha,biocos cream,14,"Rs.  12,600.00","Rs.  10,500.00","Rs.  2,100.00"
2022,November,Gampaha,biocos serum,25,"Rs.  8,750.00","Rs.  5,625.00","Rs.  3,125.00"
2022,November,Gampaha,biocose face wash,3,"Rs.  1,200.00",Rs.  600.00,Rs.  600.00
2022,November,Gampaha,bird sponch-150,1,Rs.  150.00,Rs.  90.00,Rs.  60.00
2022,November,Gampaha,Bird sponch-200,8,"Rs.  1,600.00","Rs.  1,000.00",Rs.  600.00
2022,November,Gampaha,black mask - 800,1,Rs.  800.00,Rs.  600.00,Rs.  200.00
2022,November,Gampaha,Black night shaving foam,1,Rs.  750.00,Rs.  550.00,Rs.  200.00
2022,November,Gampaha,body lotion serum-450,14,"Rs.  6,300.00","Rs.  3,220.00","Rs.  3,080.00"
2022,November,Gampaha,bon bon spidle rod-180,1,Rs.  180.00,Rs.  140.00,Rs.  40.00
2022,November,Gampaha,borjuwa lipstick pen - 150,5,Rs.  900.00,Rs.  800.00,Rs.  100.00
2022,November,Gampaha,brut sent-2000,1,"Rs.  2,000.00","Rs.  1,500.00",Rs.  500.00
2022,November,Gampaha,Buffer - 120,1,Rs.  120.00,Rs.  100.00,Rs.  20.00
2022,November,Gampaha,Carotone  dark sport cream -800,3,"Rs.  3,600.00","Rs.  3,000.00",Rs.  600.00
2022,November,Gampaha,carotone body lotion - (S),2,"Rs.  5,600.00","Rs.  5,200.00",Rs.  400.00
2022,November,Gampaha,Carotone face cream,1,"Rs.  1,800.00","Rs.  1,600.00",Rs.  200.00
2022,November,Gampaha,cesser - 1200,2,"Rs.  2,400.00","Rs.  2,000.00",Rs.  400.00
2022,November,Gampaha,cesser - 1600,1,"Rs.  1,600.00","Rs.  1,500.00",Rs.  100.00
2022,November,Gampaha,Cesser - 2000,2,"Rs.  4,000.00","Rs.  3,600.00",Rs.  400.00
2022,November,Gampaha,cesser - 900,2,"Rs.  1,800.00","Rs.  1,300.00",Rs.  500.00
2022,November,Gampaha,Cleaning expert - 500,1,Rs.  500.00,Rs.  400.00,Rs.  100.00
2022,November,Gampaha,comb normal-20,1,Rs.  20.00,Rs.  7.50,Rs.  12.50
2022,November,Gampaha,comb with handle t&g,4,Rs.  440.00,Rs.  180.00,Rs.  260.00
2022,November,Gampaha,concealer mac-400,2,Rs.  800.00,Rs.  600.00,Rs.  200.00
2022,November,Gampaha,cotton -420,7,"Rs.  4,410.00","Rs.  3,940.00",Rs.  470.00
2022,November,Gampaha,Crape - 400,16,"Rs.  5,600.00","Rs.  4,480.00","Rs.  1,120.00"
2022,November,Gampaha,crocodle bun (S),1,Rs.  150.00,Rs.  100.00,Rs.  50.00
2022,November,Gampaha,cutting comb -100,3,Rs.  360.00,Rs.  120.00,Rs.  240.00
2022,November,Gampaha,Cutting comb t&g,9,"Rs.  1,120.00",Rs.  500.00,Rs.  620.00
2022,November,Gampaha,darma + beauty cream,1,Rs.  900.00,Rs.  750.00,Rs.  150.00
2022,November,Gampaha,delco shaving razer,1,Rs.  650.00,Rs.  315.00,Rs.  335.00
2022,November,Gampaha,dexe hair building fiber,2,"Rs.  2,800.00","Rs.  2,400.00",Rs.  400.00
2022,November,Gampaha,Dexe Hair Shampoo,2,Rs.  120.00,Rs.  100.00,Rs.  20.00
2022,November,Gampaha,Dissar hair blam,1,Rs.  350.00,Rs.  300.00,Rs.  50.00
2022,November,Gampaha,Diy brush - 140,4,Rs.  380.00,Rs.  320.00,Rs.  60.00
2022,November,Gampaha,Diy brush with comb,15,"Rs.  2,100.00","Rs.  1,800.00",Rs.  300.00
2022,November,Gampaha,Diy brush with comb - 120,1,Rs.  180.00,Rs.  150.00,Rs.  30.00
2022,November,Gampaha,diy brush-180,6,Rs.  420.00,Rs.  360.00,Rs.  60.00
2022,November,Gampaha,Do Do girl eye shadow-850,3,"Rs.  1,500.00","Rs.  1,200.00",Rs.  300.00
2022,November,Gampaha,Donut bun (L) - 200,5,Rs.  900.00,Rs.  750.00,Rs.  150.00
2022,November,Gampaha,Donut bun (M) - 150,7,"Rs.  1,050.00",Rs.  840.00,Rs.  210.00
2022,November,Gampaha,Donut bun -120,2,Rs.  200.00,Rs.  80.00,Rs.  120.00
2022,November,Gampaha,DR.Davey sun cream spf60/spf90,4,"Rs.  6,000.00","Rs.  5,200.00",Rs.  800.00
2022,November,Gampaha,DR.Davey vit.c cream,1,"Rs.  1,450.00","Rs.  1,300.00",Rs.  150.00
2022,November,Gampaha,Dr.rashel alo gel,2,"Rs.  1,900.00","Rs.  1,570.00",Rs.  330.00
2022,November,Gampaha,dr.rashel black mask-1200,2,"Rs.  2,400.00","Rs.  1,850.00",Rs.  550.00
2022,November,Gampaha,dr.rashel cleansing mouse,1,"Rs.  1,100.00",Rs.  750.00,Rs.  350.00
2022,November,Gampaha,dr.rashel eye gel-1500,1,"Rs.  1,100.00",Rs.  900.00,Rs.  200.00
2022,November,Gampaha,dr.rashel hair remove cream,2,"Rs.  1,600.00","Rs.  1,200.00",Rs.  400.00
2022,November,Gampaha,dr.rashel vit.c gel.l-1000,2,"Rs.  2,200.00","Rs.  1,650.00",Rs.  550.00
2022,November,Gampaha,Dr.rashel vitamin c fixer,1,"Rs.  1,200.00","Rs.  1,000.00",Rs.  200.00
2022,November,Gampaha,dr.rashel vitamin c gel.s,3,"Rs.  1,650.00","Rs.  1,350.00",Rs.  300.00
2022,November,Gampaha,dr.rashel vitamin c night cream,1,"Rs.  1,450.00","Rs.  1,200.00",Rs.  250.00
2022,November,Gampaha,dr.rashel vitamin c. face serum,5,"Rs.  7,650.00","Rs.  6,250.00","Rs.  1,400.00"
2022,November,Gampaha,dr.rashel whitening day cream,3,"Rs.  4,350.00","Rs.  3,750.00",Rs.  600.00
2022,November,Gampaha,Dreamron 5 mint hena,3,Rs.  870.00,Rs.  765.00,Rs.  105.00
2022,November,Gampaha,Dreamron algae cleansing milk,2,"Rs.  1,070.00","Rs.  1,020.00",Rs.  50.00
2022,November,Gampaha,Dreamron algae pack,1,Rs.  670.00,Rs.  585.00,Rs.  85.00
2022,November,Gampaha,Dreamron algae scrub,2,"Rs.  1,220.00","Rs.  1,065.00",Rs.  155.00
2022,November,Gampaha,dreamron amonia free colour - 1,3,"Rs.  3,870.00","Rs.  3,397.50",Rs.  472.50
2022,November,Gampaha,Dreamron black 1.0,13,"Rs.  10,960.00","Rs.  9,993.75",Rs.  966.25
2022,November,Gampaha,Dreamron black 2.0,15,"Rs.  16,500.00","Rs.  14,512.50","Rs.  1,987.50"
2022,November,Gampaha,Dreamron black 3.0,9,"Rs.  9,900.00","Rs.  8,707.50","Rs.  1,192.50"
2022,November,Gampaha,dreamron black hena tin,4,"Rs.  1,000.00","Rs.  1,158.75",-Rs.  158.75
2022,November,Gampaha,Dreamron bleacing powder,53,"Rs.  22,260.00","Rs.  19,676.25","Rs.  2,583.75"
2022,November,Gampaha,Dreamron carrot face wash,3,Rs.  870.00,Rs.  765.00,Rs.  105.00
2022,November,Gampaha,dreamron cleansing shampoo,1,"Rs.  1,940.00","Rs.  1,710.00",Rs.  230.00
2022,November,Gampaha,Dreamron coconut conditioner(S),4,"Rs.  1,360.00","Rs.  1,185.00",Rs.  175.00
2022,November,Gampaha,Dreamron coconut shampoo (L),1,Rs.  560.00,Rs.  487.50,Rs.  72.50
2022,November,Gampaha,Dreamron coconut shampoo (S),2,Rs.  680.00,Rs.  592.50,Rs.  87.50
2022,November,Gampaha,Dreamron color shampo,2,"Rs.  1,520.00","Rs.  1,327.50",Rs.  192.50
2022,November,Gampaha,dreamron conditioner .1l,2,"Rs.  1,760.00","Rs.  2,163.75",-Rs.  403.75
2022,November,Gampaha,dreamron developer  -12%,13,"Rs.  5,360.00","Rs.  4,631.25",Rs.  728.75
2022,November,Gampaha,dreamron developer -6%,18,"Rs.  7,675.00","Rs.  6,682.50",Rs.  992.50
2022,November,Gampaha,dreamron developer -9%,2,Rs.  540.00,Rs.  465.00,Rs.  75.00
2022,November,Gampaha,dreamron developer 1l 12%,6,"Rs.  10,740.00","Rs.  9,450.00","Rs.  1,290.00"
2022,November,Gampaha,dreamron developer 1l 6%,1,"Rs.  1,410.00","Rs.  1,575.00",-Rs.  165.00
2022,November,Gampaha,Dreamron dio (L),5,"Rs.  3,710.00","Rs.  3,315.00",Rs.  395.00
2022,November,Gampaha,Dreamron dio (S),3,"Rs.  1,100.00",Rs.  933.75,Rs.  166.25
2022,November,Gampaha,Dreamron dio new,9,"Rs.  2,780.00","Rs.  2,392.50",Rs.  387.50
2022,November,Gampaha,dreamron eco colour,1,"Rs.  2,010.00","Rs.  1,770.00",Rs.  240.00
2022,November,Gampaha,dreamron emulsion,1,Rs.  650.00,"Rs.  1,005.00",-Rs.  355.00
2022,November,Gampaha,Dreamron fashion colour - 1150,1,Rs.  980.00,Rs.  862.50,Rs.  117.50
2022,November,Gampaha,Dreamron fashion colour - 1495,20,"Rs.  25,600.00","Rs.  22,425.00","Rs.  3,175.00"
2022,November,Gampaha,dreamron hair maskara,2,"Rs.  1,080.00",Rs.  945.00,Rs.  135.00
