Year,Month,ShopName,Item,Quantity,Total,Wholesale,Profit
2023,November,Nittambuwa,evon black pack 1.0,3,"Rs.  3,210.00","Rs.  2,625.00",Rs.  585.00
2023,November,Nittambuwa,evon bleaching powder,12,"Rs.  5,040.00","Rs.  4,158.00",Rs.  882.00
2023,November,Nittambuwa,evon carrot face wash,3,"Rs.  2,310.00","Rs.  1,890.00",Rs.  420.00
2023,November,Nittambuwa,evon cucumber cleanser,8,"Rs.  4,640.00","Rs.  3,808.00",Rs.  832.00
2023,November,Nittambuwa,evon cucumber face wash,1,Rs.  770.00,Rs.  630.00,Rs.  140.00
2023,November,Nittambuwa,evon cucumber scrub,8,"Rs.  4,640.00","Rs.  3,808.00",Rs.  832.00
2023,November,Nittambuwa,evon facial cleanser,1,Rs.  590.00,Rs.  483.00,Rs.  107.00
2023,November,Nittambuwa,evon hair tonic,1,Rs.  630.00,Rs.  518.00,Rs.  112.00
2023,November,Nittambuwa,evon henna bottle-220,4,Rs.  880.00,Rs.  700.00,Rs.  180.00
2023,November,Nittambuwa,evon massage cream,1,Rs.  700.00,Rs.  542.50,Rs.  157.50
2023,November,Nittambuwa,evon moisturizer,1,Rs.  600.00,Rs.  521.25,Rs.  78.75
2023,November,Nittambuwa,evon orange clenser. L,3,"Rs.  2,190.00","Rs.  1,785.00",Rs.  405.00
2023,November,Nittambuwa,evon straight cream,13,"Rs.  12,240.00","Rs.  11,375.00",Rs.  865.00
2023,November,Nittambuwa,evon strait pack,3,"Rs.  4,320.00","Rs.  3,672.00",Rs.  648.00
2023,November,Nittambuwa,Evon sunflowe scrub.L,1,Rs.  810.00,Rs.  668.50,Rs.  141.50
2023,November,Nittambuwa,evon vitamin c cleanser,5,"Rs.  2,900.00","Rs.  2,380.00",Rs.  520.00
2023,November,Nittambuwa,Extacter - 80,10,"Rs.  1,000.00",Rs.  300.00,Rs.  700.00
2023,November,Nittambuwa,Eya gard -100,5,Rs.  500.00,Rs.  250.00,Rs.  250.00
2023,November,Nittambuwa,eye & lip brush -250,2,Rs.  500.00,Rs.  320.00,Rs.  180.00
2023,November,Nittambuwa,eye brow cesser-150,2,Rs.  220.00,Rs.  150.00,Rs.  70.00
2023,November,Nittambuwa,eye brow pencil-100,13,"Rs.  1,300.00",Rs.  910.00,Rs.  390.00
2023,November,Nittambuwa,Eye brow pencil-120,14,"Rs.  1,680.00",Rs.  980.00,Rs.  700.00
2023,November,Nittambuwa,eye brow pencile with  brush -120,4,Rs.  600.00,Rs.  280.00,Rs.  320.00
2023,November,Nittambuwa,eye brow pencle -160,1,Rs.  350.00,Rs.  100.00,Rs.  250.00
2023,November,Nittambuwa,eye lash -280,3,Rs.  840.00,Rs.  600.00,Rs.  240.00
2023,November,Nittambuwa,eye lash 2 in 1-200,2,Rs.  400.00,Rs.  300.00,Rs.  100.00
2023,November,Nittambuwa,eye lash 3D -230,3,Rs.  840.00,Rs.  480.00,Rs.  360.00
2023,November,Nittambuwa,eye lash 3D-300,20,"Rs.  6,000.00","Rs.  3,400.00","Rs.  2,600.00"
2023,November,Nittambuwa,eye lash curler -300,2,Rs.  300.00,Rs.  160.00,Rs.  140.00
2023,November,Nittambuwa,eye lash glue birthday-250,2,Rs.  500.00,Rs.  400.00,Rs.  100.00
2023,November,Nittambuwa,eye pad-300,4,"Rs.  1,600.00","Rs.  1,100.00",Rs.  500.00
2023,November,Nittambuwa,eye shadow brush - 200,2,Rs.  700.00,Rs.  440.00,Rs.  260.00
2023,November,Nittambuwa,eye shadow brush set -220,1,Rs.  350.00,Rs.  220.00,Rs.  130.00
2023,November,Nittambuwa,eye shadow brush-250,2,Rs.  500.00,Rs.  200.00,Rs.  300.00
2023,November,Nittambuwa,fa dio .L - 680,3,"Rs.  2,700.00","Rs.  1,650.00","Rs.  1,050.00"
2023,November,Nittambuwa,fabric paint-70,6,Rs.  600.00,Rs.  336.00,Rs.  264.00
2023,November,Nittambuwa,facial sponch -100,1,Rs.  100.00,Rs.  70.00,Rs.  30.00
2023,November,Nittambuwa,facial sponch 2 -180,2,Rs.  440.00,Rs.  300.00,Rs.  140.00
2023,November,Nittambuwa,fem gold-3,1,Rs.  550.00,Rs.  530.00,Rs.  20.00
2023,November,Nittambuwa,fem saffron -3 use,1,Rs.  550.00,Rs.  390.00,Rs.  160.00
2023,November,Nittambuwa,finger brush - 100,3,Rs.  300.00,Rs.  210.00,Rs.  90.00
2023,November,Nittambuwa,finishin  brush wood-450,1,Rs.  370.00,Rs.  250.00,Rs.  120.00
2023,November,Nittambuwa,fogg body spray - 1300,1,"Rs.  1,400.00",Rs.  900.00,Rs.  500.00
2023,November,Nittambuwa,foil paper- 500,13,"Rs.  7,800.00","Rs.  6,500.00","Rs.  1,300.00"
2023,November,Nittambuwa,foil paper-550,3,"Rs.  1,650.00","Rs.  1,350.00",Rs.  300.00
2023,November,Nittambuwa,french white cream - 1800,3,"Rs.  5,400.00","Rs.  4,050.00","Rs.  1,350.00"
2023,November,Nittambuwa,fresh & white body lotion,4,"Rs.  1,650.00",Rs.  800.00,Rs.  850.00
2023,November,Nittambuwa,fresh & white cream,32,"Rs.  22,350.00","Rs.  12,510.00","Rs.  9,840.00"
2023,November,Nittambuwa,fresh & white serum,2,Rs.  600.00,Rs.  360.00,Rs.  240.00
2023,November,Nittambuwa,fresh &white face wash,2,Rs.  800.00,Rs.  500.00,Rs.  300.00
2023,November,Nittambuwa,Garnier vit c day cream,1,"Rs.  1,300.00",Rs.  900.00,Rs.  400.00
2023,November,Nittambuwa,geemy cliper-gm657,2,"Rs.  7,000.00","Rs.  4,400.00","Rs.  2,600.00"
2023,November,Nittambuwa,geemy trimmer-gm 8006,1,"Rs.  3,000.00","Rs.  2,200.00",Rs.  800.00
2023,November,Nittambuwa,Gilleme shaving foam (L) -900,7,"Rs.  8,400.00","Rs.  6,300.00","Rs.  2,100.00"
2023,November,Nittambuwa,Gillette blade,1600,"Rs.  20,800.00","Rs.  16,000.00","Rs.  4,800.00"
2023,November,Nittambuwa,glam girl red sent - 350,2,Rs.  700.00,Rs.  580.00,Rs.  120.00
2023,November,Nittambuwa,Glatt straight box,5,"Rs.  10,000.00","Rs.  8,500.00","Rs.  1,500.00"
2023,November,Nittambuwa,Glatt straight pack,4,"Rs.  23,200.00","Rs.  18,600.00","Rs.  4,600.00"
2023,November,Nittambuwa,Gloves black loose,84,"Rs.  2,100.00","Rs.  1,470.00",Rs.  630.00
2023,November,Nittambuwa,gloves white lose,38,Rs.  950.00,Rs.  665.00,Rs.  285.00
2023,November,Nittambuwa,gluta white body lotion-700,3,"Rs.  1,500.00","Rs.  1,350.00",Rs.  150.00
2023,November,Nittambuwa,gluta white face cream S - 1400,1,"Rs.  1,900.00","Rs.  1,500.00",Rs.  400.00
2023,November,Nittambuwa,gold safty pin gold .s (12),4,Rs.  100.00,Rs.  48.00,Rs.  52.00
2023,November,Nittambuwa,golden perl cream,1,Rs.  800.00,Rs.  620.00,Rs.  180.00
2023,November,Nittambuwa,Good look gel  (S),9,"Rs.  3,150.00","Rs.  2,632.50",Rs.  517.50
2023,November,Nittambuwa,good look styling gel,2,Rs.  240.00,Rs.  208.00,Rs.  32.00
2023,November,Nittambuwa,goree beauty cream,3,"Rs.  2,400.00","Rs.  1,620.00",Rs.  780.00
2023,November,Nittambuwa,guanjin  lip mask - 500,1,Rs.  600.00,Rs.  475.00,Rs.  125.00
2023,November,Nittambuwa,Hadle with comb t & g (L),1,Rs.  160.00,Rs.  100.00,Rs.  60.00
2023,November,Nittambuwa,hair bun (L) - 300,1,Rs.  250.00,Rs.  180.00,Rs.  70.00
2023,November,Nittambuwa,hair bun (m) -250,2,Rs.  440.00,Rs.  300.00,Rs.  140.00
2023,November,Nittambuwa,Hair bun (S) - 160,2,Rs.  170.00,Rs.  100.00,Rs.  70.00
2023,November,Nittambuwa,hair extrention wig cap - (3) 150,1,Rs.  350.00,Rs.  175.00,Rs.  175.00
2023,November,Nittambuwa,hair grips .l box 1350,1,"Rs.  1,800.00","Rs.  1,500.00",Rs.  300.00
2023,November,Nittambuwa,hair grips .l loss,30,"Rs.  3,600.00","Rs.  2,100.00","Rs.  1,500.00"
2023,November,Nittambuwa,hair grips .s box-700,1,Rs.  950.00,Rs.  700.00,Rs.  250.00
2023,November,Nittambuwa,hair grips-5 loss,54,"Rs.  1,080.00",Rs.  810.00,Rs.  270.00
2023,November,Nittambuwa,hair iron mac- 2028,2,"Rs.  30,500.00","Rs.  20,000.00","Rs.  10,500.00"
2023,November,Nittambuwa,hair net .L loss,15,Rs.  450.00,Rs.  249.90,Rs.  200.10
2023,November,Nittambuwa,Hair net blue (m) -550,15,"Rs.  7,500.00","Rs.  6,000.00","Rs.  1,500.00"
2023,November,Nittambuwa,Hair net loss,30,Rs.  600.00,Rs.  300.00,Rs.  300.00
2023,November,Nittambuwa,hair net ogo -150,1,Rs.  150.00,Rs.  120.00,Rs.  30.00
2023,November,Nittambuwa,hair pin 2 loss - 120,12,"Rs.  1,440.00","Rs.  1,239.96",Rs.  200.04
2023,November,Nittambuwa,hair pin 3 box,5,"Rs.  5,000.00","Rs.  4,750.00",Rs.  250.00
2023,November,Nittambuwa,hair pin 3 loss,20,"Rs.  2,400.00","Rs.  1,500.00",Rs.  900.00
2023,November,Nittambuwa,hair pin american -2 box,1,"Rs.  1,650.00","Rs.  1,200.00",Rs.  450.00
2023,November,Nittambuwa,hair pin american -3 box 1000,1,"Rs.  1,650.00","Rs.  1,350.00",Rs.  300.00
2023,November,Nittambuwa,hair pin american-2 loss,8,Rs.  400.00,Rs.  240.00,Rs.  160.00
2023,November,Nittambuwa,hair pin american-3 loss,7,Rs.  350.00,Rs.  210.00,Rs.  140.00
2023,November,Nittambuwa,hair wig - 24,1,Rs.  560.00,Rs.  480.00,Rs.  80.00
2023,November,Nittambuwa,hair wig -18,1,Rs.  440.00,Rs.  360.00,Rs.  80.00
2023,November,Nittambuwa,hair wig -20,2,Rs.  960.00,Rs.  800.00,Rs.  160.00
2023,November,Nittambuwa,hand mirrer- 1000,2,"Rs.  2,000.00","Rs.  1,400.00",Rs.  600.00
2023,November,Nittambuwa,handle comb t&g  white colour -140,4,Rs.  560.00,Rs.  360.00,Rs.  200.00
2023,November,Nittambuwa,head band - 180,8,"Rs.  1,840.00","Rs.  1,400.00",Rs.  440.00
2023,November,Nittambuwa,head dress set rent-800,3,"Rs.  2,400.00","Rs.  1,800.00",Rs.  600.00
2023,November,Nittambuwa,healthy derma moisturi cream - 900,1,"Rs.  1,100.00",Rs.  780.00,Rs.  320.00
2023,November,Nittambuwa,himalaya face wash -770,4,"Rs.  3,080.00","Rs.  2,568.80",Rs.  511.20
2023,November,Nittambuwa,himalaya face wash S -490,2,Rs.  980.00,Rs.  828.84,Rs.  151.16
2023,November,Nittambuwa,hir brush ruber  - 400,2,Rs.  320.00,Rs.  220.00,Rs.  100.00
2023,November,Nittambuwa,Hopes after shave (S),4,Rs.  640.00,Rs.  480.00,Rs.  160.00
2023,November,Nittambuwa,Hopes aftershave (L),49,"Rs.  16,170.00","Rs.  14,455.00","Rs.  1,715.00"
2023,November,Nittambuwa,Hopes bayrum (L),38,"Rs.  12,540.00","Rs.  11,210.00","Rs.  1,330.00"
2023,November,Nittambuwa,Hopes bayrum (S),2,Rs.  320.00,Rs.  240.00,Rs.  80.00
2023,November,Nittambuwa,Hopes ice cool,22,"Rs.  7,260.00","Rs.  6,490.00",Rs.  770.00
2023,November,Nittambuwa,hopes powder-330,2,Rs.  700.00,Rs.  585.00,Rs.  115.00
2023,November,Nittambuwa,hopes shaving gel - 450,23,"Rs.  11,040.00","Rs.  9,660.00","Rs.  1,380.00"
2023,November,Nittambuwa,Hopes uluhal,23,"Rs.  7,590.00","Rs.  6,785.00",Rs.  805.00
2023,November,Nittambuwa,huda beauty  2 in 1eye liner - 320,9,"Rs.  3,150.00","Rs.  2,250.00",Rs.  900.00
2023,November,Nittambuwa,huda beauty eye lash - 120,3,Rs.  390.00,Rs.  240.00,Rs.  150.00
2023,November,Nittambuwa,huda beauty Eye lash glue -150,1,Rs.  250.00,Rs.  190.00,Rs.  60.00
2023,November,Nittambuwa,huda beauty eye liner gel - 950,4,"Rs.  4,000.00","Rs.  3,000.00","Rs.  1,000.00"
2023,November,Nittambuwa,huda beauty eye shadow palate-800,1,Rs.  800.00,Rs.  650.00,Rs.  150.00
2023,November,Nittambuwa,huda beauty eye shadow-1100,2,"Rs.  2,200.00","Rs.  1,900.00",Rs.  300.00
2023,November,Nittambuwa,huda beauty presed powder - 850,2,"Rs.  1,700.00","Rs.  1,200.00",Rs.  500.00
2023,November,Nittambuwa,huda beauty surb -900,3,"Rs.  2,700.00","Rs.  1,950.00",Rs.  750.00
2023,November,Nittambuwa,invisible pin-180,3,Rs.  540.00,Rs.  375.00,Rs.  165.00
2023,November,Nittambuwa,J oil -11ml,2,Rs.  540.00,Rs.  450.00,Rs.  90.00
2023,November,Nittambuwa,J oil-3ml,1,Rs.  160.00,Rs.  140.00,Rs.  20.00
2023,November,Nittambuwa,jaguar cesser colour  -1600,3,"Rs.  4,950.00","Rs.  3,750.00","Rs.  1,200.00"
2023,November,Nittambuwa,"jaguar cesser riham    -2000(7' 6.5"")",2,"Rs.  4,500.00","Rs.  3,100.00","Rs.  1,400.00"
2023,November,Nittambuwa,jambo comb .L,6,Rs.  960.00,Rs.  600.00,Rs.  360.00
2023,November,Nittambuwa,jambo comb S-100,3,Rs.  420.00,Rs.  240.00,Rs.  180.00
2023,November,Nittambuwa,janet  powder - 1200,1,"Rs.  1,490.00","Rs.  1,320.00",Rs.  170.00
2023,November,Nittambuwa,Janet powder -1260,3,"Rs.  3,600.00","Rs.  3,360.00",Rs.  240.00
2023,November,Nittambuwa,JF- Jungle levei fashion colour -1800,1,"Rs.  2,000.00","Rs.  1,600.00",Rs.  400.00
2023,November,Nittambuwa,jordana eye liner pen - 300,6,"Rs.  2,050.00","Rs.  1,320.00",Rs.  730.00
2023,November,Nittambuwa,jovees  instafair liquorice gold psck -1860,2,"Rs.  3,890.00","Rs.  3,502.00",Rs.  388.00
2023,November,Nittambuwa,jovees apple & grapr fruit pack -2080,1,"Rs.  1,650.00","Rs.  1,290.00",Rs.  360.00
2023,November,Nittambuwa,jovees apricot &  almond scrub - 1430,3,"Rs.  4,860.00","Rs.  3,750.00","Rs.  1,110.00"
2023,November,Nittambuwa,jovees citrus cleansing milk,3,"Rs.  4,950.00","Rs.  4,410.00",Rs.  540.00
2023,November,Nittambuwa,jovees gold kit(S),1,"Rs.  4,500.00","Rs.  3,950.00",Rs.  550.00
2023,November,Nittambuwa,jovees jojoba &  neem scrub,1,"Rs.  1,900.00","Rs.  1,595.00",Rs.  305.00
2023,November,Nittambuwa,jovees massage cream wheat germ,2,"Rs.  5,200.00","Rs.  4,490.00",Rs.  710.00
2023,November,Nittambuwa,jovees neem f/w -1790,1,"Rs.  1,450.00","Rs.  1,235.00",Rs.  215.00
2023,November,Nittambuwa,jovees neem skin toner -2080,1,"Rs.  1,600.00","Rs.  1,170.00",Rs.  430.00
2023,November,Nittambuwa,jovees papaya & honey mud scrub - 1920,2,"Rs.  3,660.00","Rs.  3,060.00",Rs.  600.00
2023,November,Nittambuwa,jovees pearl  mint face pack - 3800,1,"Rs.  4,000.00","Rs.  2,900.00","Rs.  1,100.00"
2023,November,Nittambuwa,jovees rose toner,2,"Rs.  3,200.00","Rs.  2,940.00",Rs.  260.00
2023,November,Nittambuwa,jovees strawberry f/w -1765,1,"Rs.  1,450.00","Rs.  1,105.00",Rs.  345.00
2023,November,Nittambuwa,junsui charcoal f/w,2,"Rs.  1,800.00","Rs.  1,400.00",Rs.  400.00
2023,November,Nittambuwa,junsui neem f/w,1,Rs.  900.00,Rs.  700.00,Rs.  200.00
2023,November,Nittambuwa,kaiws black,7,"Rs.  5,250.00","Rs.  3,150.00","Rs.  2,100.00"
2023,November,Nittambuwa,kaiws colour,21,"Rs.  15,750.00","Rs.  14,070.00","Rs.  1,680.00"
2023,November,Nittambuwa,kajal blue heven-150,2,Rs.  300.00,Rs.  200.00,Rs.  100.00
2023,November,Nittambuwa,karite contour pallet -2000,1,"Rs.  2,000.00","Rs.  1,350.00",Rs.  650.00
2023,November,Nittambuwa,karite lipts pen -300,6,"Rs.  1,800.00","Rs.  1,410.00",Rs.  390.00
2023,November,Nittambuwa,kejo cold wax.s,5,"Rs.  2,550.00","Rs.  2,065.00",Rs.  485.00
2023,November,Nittambuwa,kejo hot wax.s,3,"Rs.  1,530.00","Rs.  1,239.00",Rs.  291.00
2023,November,Nittambuwa,kejo wax cold L,2,"Rs.  1,600.00","Rs.  1,302.00",Rs.  298.00
2023,November,Nittambuwa,kejo wax hot L,3,"Rs.  2,400.00","Rs.  1,953.00",Rs.  447.00
2023,November,Nittambuwa,kiss touch make up set S - 750,1,Rs.  900.00,Rs.  650.00,Rs.  250.00
2023,November,Nittambuwa,Kosmik  pancack 8w /29/509/ivory-1530,1,"Rs.  1,620.00","Rs.  1,350.00",Rs.  270.00
2023,November,Nittambuwa,krish powder-320,5,"Rs.  1,600.00","Rs.  1,250.00",Rs.  350.00
2023,November,Nittambuwa,krylon pan cake  no.02 -1600,9,"Rs.  13,800.00","Rs.  8,500.00","Rs.  5,300.00"
2023,November,Nittambuwa,krylon translate powder no.02 -1900(TL4/TL5),1,"Rs.  2,200.00","Rs.  1,450.00",Rs.  750.00
2023,November,Nittambuwa,krylon translution powder no.02 -1500,1,"Rs.  1,900.00","Rs.  1,300.00",Rs.  600.00
2023,November,Nittambuwa,kryolan fixing spray-3770,1,"Rs.  3,220.00","Rs.  3,600.00",-Rs.  380.00
2023,November,Nittambuwa,kryolan stick no 1 - 7300 (36),1,"Rs.  7,400.00","Rs.  6,555.00",Rs.  845.00
2023,November,Nittambuwa,kryolan stick no 2-1600,6,"Rs.  9,300.00","Rs.  5,200.00","Rs.  4,100.00"
2023,November,Nittambuwa,kryolon stick no 1 -7300 (chin),1,"Rs.  7,500.00","Rs.  6,630.00",Rs.  870.00
2023,November,Nittambuwa,la fresh face pack & mask/gold mask -1900,2,"Rs.  4,360.00","Rs.  3,400.00",Rs.  960.00
2023,November,Nittambuwa,La fresh gel   (L),1,"Rs.  1,300.00",Rs.  975.00,Rs.  325.00
2023,November,Nittambuwa,La fresh gel  (M),6,"Rs.  4,200.00","Rs.  3,150.00","Rs.  1,050.00"
2023,November,Nittambuwa,la fresh gold scrub,3,"Rs.  4,200.00","Rs.  3,450.00",Rs.  750.00
2023,November,Nittambuwa,la fresh hair spray-1200,4,"Rs.  4,800.00","Rs.  3,200.00","Rs.  1,600.00"
2023,November,Nittambuwa,la girl pro conceler - 600,1,Rs.  600.00,Rs.  450.00,Rs.  150.00
2023,November,Nittambuwa,lady rezer - 100,3,Rs.  540.00,Rs.  360.00,Rs.  180.00
2023,November,Nittambuwa,lakme kajal- 350,10,"Rs.  3,500.00","Rs.  2,650.00",Rs.  850.00
2023,November,Nittambuwa,laniss black2.0,62,"Rs.  32,290.00","Rs.  24,060.00","Rs.  8,230.00"
2023,November,Nittambuwa,lareen lipstic-400,7,"Rs.  2,800.00","Rs.  1,330.00","Rs.  1,470.00"
2023,November,Nittambuwa,Leilu hair spray,27,"Rs.  33,750.00","Rs.  23,625.00","Rs.  10,125.00"
2023,November,Nittambuwa,link  hair care cool,9,"Rs.  3,015.00","Rs.  2,835.00",Rs.  180.00
2023,November,Nittambuwa,link akalapalitha oil,2,Rs.  780.00,Rs.  688.00,Rs.  92.00
2023,November,Nittambuwa,lip & eye liner pencle-140,1,Rs.  140.00,Rs.  100.00,Rs.  40.00
2023,November,Nittambuwa,lip & maskara brush -250,2,Rs.  500.00,Rs.  420.00,Rs.  80.00
2023,November,Nittambuwa,lip gloss  -400,6,"Rs.  2,400.00","Rs.  1,140.00","Rs.  1,260.00"
2023,November,Nittambuwa,lip gloss-350,1,Rs.  350.00,Rs.  275.00,Rs.  75.00
2023,November,Nittambuwa,lip gloss-550,1,Rs.  530.00,Rs.  425.00,Rs.  105.00
2023,November,Nittambuwa,lip liner pencil-120,2,Rs.  240.00,Rs.  140.00,Rs.  100.00
2023,November,Nittambuwa,Lipstick -450,1,Rs.  450.00,Rs.  375.00,Rs.  75.00
2023,November,Nittambuwa,Lipstick pen - 300,4,"Rs.  1,120.00",Rs.  880.00,Rs.  240.00
2023,November,Nittambuwa,lipstick-150,4,Rs.  600.00,Rs.  320.00,Rs.  280.00
2023,November,Nittambuwa,lipstick-350,15,"Rs.  5,250.00","Rs.  3,600.00","Rs.  1,650.00"
2023,November,Nittambuwa,lipstick-420,1,Rs.  420.00,Rs.  325.00,Rs.  95.00
2023,November,Nittambuwa,lipts with pencile-550,19,"Rs.  9,500.00","Rs.  5,700.00","Rs.  3,800.00"
2023,November,Nittambuwa,Lucky sponch,23,"Rs.  3,720.00","Rs.  2,300.00","Rs.  1,420.00"
2023,November,Nittambuwa,mac 28 colour eye show - 1800,1,"Rs.  1,800.00","Rs.  1,500.00",Rs.  300.00
2023,November,Nittambuwa,mac crimper iron- 5501,1,"Rs.  12,000.00","Rs.  7,500.00","Rs.  4,500.00"
2023,November,Nittambuwa,mac foundation powder-1400,1,"Rs.  1,200.00",Rs.  950.00,Rs.  250.00
2023,November,Nittambuwa,mac hair cliper-5806,1,"Rs.  15,000.00","Rs.  12,500.00","Rs.  2,500.00"
2023,November,Nittambuwa,mac hair iron - mc 5516,1,"Rs.  10,000.00","Rs.  8,000.00","Rs.  2,000.00"
2023,November,Nittambuwa,mac liqued fix  foundation -1200,4,"Rs.  5,200.00","Rs.  3,600.00","Rs.  1,600.00"
2023,November,Nittambuwa,mac primer -1200,3,"Rs.  3,600.00","Rs.  2,250.00","Rs.  1,350.00"
2023,November,Nittambuwa,machine comb-120,2,Rs.  360.00,Rs.  250.00,Rs.  110.00
2023,November,Nittambuwa,magick mask packet -750,2,"Rs.  1,500.00","Rs.  1,100.00",Rs.  400.00
2023,November,Nittambuwa,magick sponch,23,"Rs.  9,200.00","Rs.  7,590.00","Rs.  1,610.00"
2023,November,Nittambuwa,make up brush qiao mei - 500,2,"Rs.  1,900.00","Rs.  1,500.00",Rs.  400.00
2023,November,Nittambuwa,make up brush set  meiyani -450,1,Rs.  550.00,Rs.  425.00,Rs.  125.00
2023,November,Nittambuwa,make up brush set mac -600,1,Rs.  600.00,Rs.  425.00,Rs.  175.00
2023,November,Nittambuwa,make up brush-200,3,Rs.  600.00,Rs.  450.00,Rs.  150.00
2023,November,Nittambuwa,make up brush-450,1,Rs.  500.00,Rs.  390.00,Rs.  110.00
2023,November,Nittambuwa,make up brush-550,1,Rs.  550.00,Rs.  425.00,Rs.  125.00
2023,November,Nittambuwa,make up sponch 4,4,Rs.  480.00,Rs.  300.00,Rs.  180.00
2023,November,Nittambuwa,make up sponch-120,1,Rs.  120.00,Rs.  75.00,Rs.  45.00
2023,November,Nittambuwa,manicure set -1600,2,"Rs.  3,200.00","Rs.  1,800.00","Rs.  1,400.00"
2023,November,Nittambuwa,melacare-1200,3,"Rs.  3,900.00","Rs.  2,700.00","Rs.  1,200.00"
2023,November,Nittambuwa,mifi pancack-850,2,"Rs.  1,700.00","Rs.  1,400.00",Rs.  300.00
2023,November,Nittambuwa,mini queen highliter-1000,1,"Rs.  1,250.00",Rs.  900.00,Rs.  350.00
2023,November,Nittambuwa,ministar blesser 4 in 1 -1000,2,"Rs.  2,000.00","Rs.  1,500.00",Rs.  500.00
2023,November,Nittambuwa,miss rose compact powder- 600,7,"Rs.  6,700.00","Rs.  4,200.00","Rs.  2,500.00"
2023,November,Nittambuwa,miss rose consuler stick - 750,1,Rs.  750.00,Rs.  550.00,Rs.  200.00
2023,November,Nittambuwa,miss rose eye liner pen- 400,6,"Rs.  2,940.00","Rs.  2,340.00",Rs.  600.00
2023,November,Nittambuwa,miss rose magick eye liner - 550,2,"Rs.  1,100.00",Rs.  900.00,Rs.  200.00
2023,November,Nittambuwa,miss rose maskara  - 400,1,Rs.  650.00,Rs.  590.00,Rs.  60.00
2023,November,Nittambuwa,miss rose maskara-500,14,"Rs.  7,350.00","Rs.  5,250.00","Rs.  2,100.00"
2023,November,Nittambuwa,mumtaz sent -1400,1,"Rs.  1,400.00","Rs.  1,000.00",Rs.  400.00
2023,November,Nittambuwa,nail & foot care set - 850 (yarang0,2,Rs.  360.00,Rs.  240.00,Rs.  120.00
2023,November,Nittambuwa,nail art brush set - 650,5,"Rs.  3,100.00","Rs.  2,250.00",Rs.  850.00
2023,November,Nittambuwa,nail art dotting tool - 550,1,Rs.  600.00,Rs.  450.00,Rs.  150.00
2023,November,Nittambuwa,nail art gel - 700,1,Rs.  700.00,Rs.  550.00,Rs.  150.00
2023,November,Nittambuwa,nail art sticker - 150,2,Rs.  240.00,Rs.  160.00,Rs.  80.00
2023,November,Nittambuwa,nail brush -160,2,Rs.  260.00,Rs.  200.00,Rs.  60.00
2023,November,Nittambuwa,nail buffer 160,18,"Rs.  3,360.00","Rs.  2,160.00","Rs.  1,200.00"
2023,November,Nittambuwa,nail buffer-220,2,Rs.  440.00,Rs.  300.00,Rs.  140.00
2023,November,Nittambuwa,nail cutter -120,1,Rs.  200.00,Rs.  75.00,Rs.  125.00
2023,November,Nittambuwa,nail cutter-150,1,Rs.  150.00,Rs.  80.00,Rs.  70.00
2023,November,Nittambuwa,nail glue-180,9,"Rs.  2,700.00","Rs.  2,025.00",Rs.  675.00
2023,November,Nittambuwa,nail pusher plastick -100,7,Rs.  700.00,Rs.  350.00,Rs.  350.00
2023,November,Nittambuwa,nail pusher steel- 280,3,"Rs.  1,050.00",Rs.  840.00,Rs.  210.00
2023,November,Nittambuwa,nail remove-120,1,Rs.  120.00,Rs.  80.00,Rs.  40.00
2023,November,Nittambuwa,nail set  transprant- 350,1,Rs.  400.00,Rs.  250.00,Rs.  150.00
2023,November,Nittambuwa,nail set loose,2,Rs.  200.00,Rs.  120.00,Rs.  80.00
2023,November,Nittambuwa,nail set off white box- 350,7,"Rs.  3,150.00","Rs.  2,100.00","Rs.  1,050.00"
2023,November,Nittambuwa,nail tissue -120,5,Rs.  600.00,Rs.  275.00,Rs.  325.00
2023,November,Nittambuwa,nanny shaving gel,4,"Rs.  1,800.00","Rs.  1,500.00",Rs.  300.00
2023,November,Nittambuwa,nawarathna extra cool.50ml,1,Rs.  240.00,Rs.  212.50,Rs.  27.50
2023,November,Nittambuwa,Nawarathna indian -100ml,4,"Rs.  1,400.00","Rs.  1,275.00",Rs.  125.00
2023,November,Nittambuwa,Nawarathna indian -50ml,4,Rs.  800.00,Rs.  680.00,Rs.  120.00
2023,November,Nittambuwa,Nawarathna orginal.L 100ml,1,Rs.  570.00,Rs.  459.90,Rs.  110.10
2023,November,Nittambuwa,Neck pepar,66,"Rs.  13,860.00","Rs.  12,540.00","Rs.  1,320.00"
2023,November,Nittambuwa,neck tray-550,1,Rs.  300.00,Rs.  200.00,Rs.  100.00
2023,November,Nittambuwa,newey safty pin no 2 - 100,14,"Rs.  1,400.00",Rs.  840.00,Rs.  560.00
2023,November,Nittambuwa,newey safty pin no 4 - 150,2,Rs.  300.00,Rs.  160.00,Rs.  140.00
2023,November,Nittambuwa,newsis cool cream - 400,2,Rs.  400.00,Rs.  320.00,Rs.  80.00
2023,November,Nittambuwa,newsis shaving gel- 450,8,"Rs.  3,760.00","Rs.  2,560.00","Rs.  1,200.00"
2023,November,Nittambuwa,newsis shaving gel.L,6,"Rs.  5,650.00","Rs.  4,680.00",Rs.  970.00
2023,November,Nittambuwa,Nisa lovely gold cream,1,Rs.  850.00,Rs.  400.00,Rs.  450.00
2023,November,Nittambuwa,nivea lip blam - 400,2,Rs.  700.00,Rs.  570.00,Rs.  130.00
